date,ts,group,score,title,content
2023/4/22,1682114400,couples,5.0,Muy bien de nuevo,Gran trato por parte de los camareros y platos muy buenos a un precio razonable. Segunda visita al establecimiento y no será la última 
2023/4/22,1682114400,none,5.0,Genial el trato ,Muy buen trato y la comida excelente camareros muy amables ..?.....       .volveremos el pescado a la brasa muy rico 
2023/4/21,1682028000,couples,5.0,Estupenda ,"La comida excelente y el camarero muy amable y servicial, muy recomendable. El lical muy agradable y tranquilo."
2023/4/8,1680904800,couples,5.0,Buena calidad. Buen servicio.,Buena calidad.  Buenos platos como el ciervo cortado con salsa de coliflor y la al ocho a con salsa de queso manchego aunque le sobra el langostino si no está pelado del todo. Pero en general buena calidad. El servicio excelente.
2023/4/3,1680472800,none,5.0,Expectacular,"Muy buena atención al cliente ,buena comida  y muy cómodo además de camareros muy atentos y divertidos y amigables"
2023/3/8,1678230000,couples,5.0,Cena,"He ido a cenar con mi pareja para san Valentín, el trato de los camareros fue excelente, han estado en todo momento atentos y amables. La comida espectacular, todo 10/10. Sin duda vamos a volver!"
2023/3/6,1678057200,business,5.0,Sorprendente,"Éxito total al visitarlo. Muy buena cocina y trato excelente. El atasca burras con azafrán, de película. Aparcado casi en la puerta. Un lujo. "
2023/3/5,1677970800,couples,4.0,Ñamñam,"Hemos comido muy bien, las gyozas y las zamburiñas con caramelo bueniiiismo !! Todo un manjar de sabores en la boca.El pulpo llevaba unas salsas , nuestra preferida la de almendras aunqe no le hacía falta nada.😊Por poner alguna pega, la paletilla esperábamos que fuera entera y no Carne desmechada .Por lo demás todo genial, acogedor, romántico y trato excelente"
2023/3/4,1677884400,family,4.0,Muy buena cena,"He venido de viaje a Albacete con mi mujer e hija y reserve este sitio porque busque en Google los mejores restaurantes de Albacete y me salió este, y lo he podido comprobar. La atención al cliente estupenda y la comida y los precios aun mejor"
2023/2/26,1677366000,couples,5.0,PARA REPETIR MUCHAS VECES MÁS,"Reservé por los comentarios en internet. Nos ha ENCANTADO TODO, la comida, el trato del camarero tan amable que nos ha hecho sentir MUY a gusto. Máxima calidad en todo y los postres buenísimos. Una experiencia maravillosa."
2023/2/14,1676329200,couples,5.0,Muy buena cena,"Muy buena cena, la atención de los camareros estupenda y nos han dejado detalles por ser la noche de San Valentín Repetiremos"
2023/2/11,1676070000,couples,5.0,Cena San Valentín 2023,Estupendo! TODO SUPER RICO Y L@S CAMAREROS SUPER ATENTOS... REPETIRE! ❤ Me encanto todo!El pulpo delicioso y la pluma brutal
2023/2/4,1675465200,family,5.0,Experiencia culinaria,Comida exquisita y presentación excepcional con un trato inmejorable de Iván y Manolo. Se nota la profesionalidad.👏🏼👏🏼👏🏼
2023/2/3,1675378800,couples,5.0,Cena de pareja,"Restaurante decorado con gusto. Comida excelente relación calidad precio inmejorable. Atencion y trato durante la cena buenisima. Los platos muy bien preparados y servidos con esmero, buenisimos En definitiva contentisimos"
2023/2/2,1675292400,couples,5.0,Excepcional ,"Hace justicia a sus valoraciones. Reserva a través del enlace de Google. Atención un 10.Pedimos las Bravas (una locura), las gyozas, tortita de camarones y  alcachofa con tempura de langostino. Principales el rabo de toro y pasta rellena. Todos los platos un 10."
2023/1/27,1674774000,solo,5.0,Elegir Martina es acertar siempre,"Venir a Martina siempre es un acierto. Da igual dónde comas, en barra, en cafetería o en restaurante, el trato por parte de su personal es siempre exquisito. La calidad del producto es excepcional; se nota que tienen un magnífico personal en la cocina, porque las elaboraciones son de diez.Recomendables, para mi: el cortado de solomillo de ciervo; cualquiera de sus dos torreznos; y la pluma ibérica. Y cómo no, sus famosas y buenísimas patatas Bravas. Así como sus postres: el Coffee Chai, el Coconut & Mochi; o el tiramisú!Gracias en especial a Jose Edu y a Tina por su atención, así como al resto de camareros.Volveré, es uno de mis lugares favoritos de Albacete."
2023/1/25,1674601200,friends,5.0,Increíble 🙌,Salimos maravillados del menú la atención y de la calidad de los platos en sí 👌🏻 volveremos seguro
2023/1/24,1674514800,business,5.0,Cena con compañero de trabajo,"Tataki de atún, alcachofas a baja temperatura, tempura de langostino y wok, buenísimo, entrañable servicio y buen precio. Repetiremos seguro"
2023/1/21,1674255600,family,5.0,100% recomendable,"La comida riquísima. Mencionar también el buen trato de los camareros y la camarera que nos atendieron, pendientes de nosotros en todo momento. Además, se agradece que con cada plato nos explicaban qué ingredientes lleva/cómo está hecho."
2023/1/18,1673996400,couples,5.0,Genial experiencia,"Toda la comida estaba genial, sale en el momento oportuno, y la atención perfecta, 100% recomendable!"
2023/1/13,1673564400,couples,5.0,Buen sitio,"La comida esta genial, el servicio perfecto, y el orecio ajustado a la buena calidad que te sirven. Repetire, por poner una pega, dire que las bravas picaban demasiado, pero eso ya va a gustos, si te gusta mucho el picante disfrutaras de los lindo,ya que estan realmente buenas."
2023/1/3,1672700400,couples,5.0,Una cena espectacular,"La comida y el servicio muy top.Sobretodo a destacar el plato de shitake con vaca madurada, una delicia.Lo recomendamos"
2023/1/2,1672614000,couples,4.0,Muy buena elección,"Un restaurante muy bueno, aunque estaba lleno, aun así nos atendieron muy rápido. No te puedes ir sin probar las patatas bravas y los torreznos, algo exquisito. Volveremos sin ninguna duda."
2023/1/1,1672527600,family,4.0,Sitio agradable,"El sitio es muy agradable. El servicio muy amable y atento. La comida está bien. Tal vez un poco caro, pero como todo ahora."
2022/12/29,1672268400,family,5.0,Hallazgo espectacular,"De viaje decidimos parar a comer en Albacete y tuvimos la gran suerte de dar con el restaurante Martina. Frente a un precioso parque, ninguno de los platos que probamos defraudó. Un camarero encantador nos guió y ayudó a configurar nuestra esperiencia culinaria. Con las croquetas de langostino y curry, de jamón, y de cerdo y cangrejo iniciamos el sendero, seguidas de unas inmejorables patatas bravas modernas, crujientes por fuera, melosas por dentro, regadas por una salsa ligeramente picante. El espectacular pulpo a la brasa sobre una cama de arroz negro en su punto, aderezado con romescu, mahonesa con wakame y salsa de curry verde volvió a subir el listón, pero el siguiente plato, un revuelto de setas shiitake con vaca vieja siguió incrementando el disfrute gustativo que se mantuvo con un solomillo que se desacía en la boca acompañado de unas patatas fritas perfectamente ejecutadas. Yo disfruto generalmente más de los salados, pero los postres también estuvieron a la altura. Una muy correcta tarta de queso, un interesante mochi y un fantástico coulant de chocolate con helado de coco. Restaurante con terraza exterior, accesible y con baño adaptado a personas de movilidad reducida.Realmente muy recomendable."
2022/12/28,1672182000,family,3.0,Cicateros y escaso.. No se lo recomendaria a nadie...,"Un menú de 45 euros tiene un precio suficiente para ofrecer unn calidad más que aceptable. No ha sido así, los entrantes han sido cicateros y algo escasos. El plato principal, bacalao en nuestro caso, muy normalito. Los vinos no se distinguen por su calidad. En fin... No se recomendaría a ningún conocido. No todo es hacer negocio..."
2022/12/22,1671663600,couples,5.0,Espectacular,"Nos ha encantado el trato,la comida,el local,todo favorable!!!Repetiremos sin duda!!Un lugar muy acogedor"
2022/12/17,1671231600,friends,5.0,Espectáculo de sabores!!,"Ha sido un placer visitar el restaurante, muy buena atención y muy buena recomendación,  nos ha encantado!!!Volveremos a repetir Nos atendió Sr.Javier y ha sido muy profesional con nosotros"
2022/12/10,1670626800,friends,5.0,Primera vez en martina,"Estuvo todo genial, la atención de 10, la comida también, un salón muy tranquilo y agradable, recomendable para pasar buenos momentos con amigos y familiares"
2022/12/10,1670626800,friends,5.0,Cena con amigos,Servicio altamente profesional y atención inmejorable. Totalmente recomendable. Repetiré sin ninguna duda.
2022/12/10,1670626800,family,5.0,Buena comida y muy buen servicio,Fantástica comida y muy buen servicio. Buena relación calidad-precio. Merece mucho la pena!! Esperamos volver en la próxima visita a Albacete!!
2022/12/10,1670626800,couples,5.0,Merece la pena,"Sitio acogedor, buen servicio, buena comida, precio correcto. No podemos pedir nada mas, si vuelvo a albacete volvere! Vale la pena."
2022/12/10,1670626800,family,5.0,Cena,"El servicio excelente y la comida todo muy rica, calidad precio bien. Sin duda repetiremos.Recomiendo el pulpo 🤤"
2022/12/6,1670281200,family,5.0,Me encanta la zona de bar y su terraza,"Me encanta la carta de la zona de bar (y terraza) a diferencia de la carta de comedor que no llama mi atención. Las famosas patatas, torreznos con vieira y mango, tacos...muchísimos platos riquísimos donde elegir y de postre no puedo dejar de tomar su tiramisú."
2022/11/29,1669676400,friends,5.0,Excelente,Servicio excelente. Ninfa un encanto y súper atenta. Un 10 para ella. Comida excelente también. Gracias
2022/11/26,1669417200,family,5.0,Muy recomendado,La comida muy rica y original.  Los camareros muy atentos en todo momento. Ideal para  cenar de  tapas. Relación calidad-precio adecuada.
2022/11/25,1669330800,couples,5.0,Para repetir,"La comida genial y el servicio todavía mejor, nos atendió Josedu, es muy agradable que te atiendan trabajadores que se preocupan por dar un buen servicio, volveremos sin duda."
2022/11/24,1669244400,couples,5.0,Espectacular,"Tiene de todo, por destacar diría las patatas bravas  , son espectaculares. Toda la carne está buenísima. El trato es espectacular y el ambiente idóneo. Volveríamos sin duda"
2022/11/24,1669244400,friends,5.0,Comida,Fuimos un grupo de amigos en plan improvisado. Comida de escándalo y mejor servicio aun. Se nota que se cuida hasta el ultimo detalle. Para repetir sin duda.
2022/10/29,1666994400,couples,5.0,Cena,"Comida en pareja con una atención excelente por parte de Tina y Virginia, súper atentas desde el minuto uno, las patatas bravas sin duda lo mejor de la noche."
2022/10/1,1664575200,couples,5.0,Muy bien,"Fuimos a comer en pareja. Trato fenomenal, comida muy rica. Recomiendo el taco mexicano y las patatas. Muy buena relación calidad/precio."
2022/9/26,1664143200,business,5.0,Excelente,"Fuimos por cuestión de trabajo y la cena, después de un día largo, fue muy buena. Magnífica calidad en todo lo que pedimos y el servicio excelente.Muy recomendable y para repetir"
2022/9/26,1664143200,friends,3.0,No está mal,Varias visitas. La última la peor con la carne en no perfecto estado. Lo mejor las gyozas y el jamon. El servicio era deficiente ya que el número de camareros era insuficiente. 
2022/9/20,1663624800,business,5.0,Visita Óptima,"Todo muy correcto, ambiente,comida...etcServicio muy profesional, volveré sin dudarlo un sitio muy recomendable para salir de la monotonía."
2022/9/18,1663452000,family,4.0,"Martina, muy recomendable","Buena comida, mejor servicio y trato excelente.  Restaurante céntrico y acogedor tener en cuenta en la oferta gastrónomica -a veces, tan manchega- que ofrece Albacete."
2022/9/11,1662847200,friends,4.0,De mis lugares favoritos.,"Excelente tanto en la comida como en el servicio. Pero echamos en falta los postres viejos, como el couland de chocolate blanco y el pastel de calabaza."
2022/9/10,1662760800,couples,5.0,Excelente,"Fuimos a cenar en pareja, el camarero muy atento y amable, la cena muy rica, para repetir, calidad precio buena! Volveremos 👌🏼"
2022/9/9,1662674400,friends,5.0,Para repetir,"Estuvimos dos parejas con niños y comimos genial, la comida buenísima y el trato genial…… para volver a repetir…………….."
2022/9/7,1662501600,friends,5.0,ASOMBROSAMENTE INCREÍBLE,"Sin duda repetiremos, una cena increíble.Cada plato superaba al anterior, bueno, sin mencionar el servicio brindado por el camarero ANGELSin dudarlo, reservaremos muchas más veces, no lo dudeis en ningún momento, no os arrepentiréis. ✨"
2022/9/1,1661983200,couples,5.0,PARA REPETIR,"Cocina espectacularLimpieza y cuidado del detalle inmejorable.La atención y el servicio del camarero a sido ya otro nivel. Educado....simpático ...y buenas recomendacionesSin ninguna duda, un restaurante para repetir!Cómo recomendación: las patatas bravas y el pulpo a la plancha"
2022/8/28,1661637600,friends,4.0,Cena,"Cuando llegamos todas las mesas estaban ocupadas, pero a los 5 minutos nos consiguieron una en el comedor, la comida muy rica y servicio impecable. Muy recomendable."
2022/8/25,1661378400,couples,5.0,Sitio excelente 😊,Comida con raciones generosas y deliciosas. La pasta con Boletus para chuparse los dedos. La atención de la camarera ejemplar. Recomendable. Volveremos sin lugar a dudas.
2022/8/12,1660255200,couples,1.0,Más de lo mismo,"Más de lo mismo. Cocina con falsas pretensiones. El atún marinado podría ser cualquier cosa salvo atún tortillitas de camarones aceitosas y sin fundamento. Las bravas incomibles de “bravas”. El postre coffe Chai. por que pedí postre? … Regalan los chupitos y luego los cobran. Solo se salva el servicio de Alvaro, buen profesional."
2022/7/27,1658872800,business,5.0,Pulpo a la plancha espectacular,"Me encanta comer allí y cenar es espectacular ICO y vistoso, recomendable 100%. El pulpo quita los sentidos"
2022/7/26,1658786400,family,4.0,Buenas cena.,"Cocina bastante bien. Solomillo regular. Bravas, Baoa, Gyozas, jamón iberico, atún marinado muy bien. Atención en sala excelente, Álvaro magnífico profesional.  Volveremos."
2022/7/23,1658527200,couples,4.0,Buena comida en un lugar acogedor ,"Muy buena comida y muy buena experiencia. Pedimos 2 alcachofas, fritura de pescado (media ración, acertada recomendación con las cantidades), pollo koreano y wok de verduras con langostinos. En todo momento, excelente atención. Por ponerle un pero, exceso de salsa de soja que hacía que la verdura estuviera un poco salada pero con el punto de brasa estaba casi equilibrado. Martina queda marcada como obligada visita si estáis en Albacete. Gracias por vuestro buen hacer."
2022/7/19,1658181600,couples,3.0,Aceptable,Teníamos muchas ganas de probar ya que nos lo habían recomendado como uno de los mejores de Albacete. La verdad es que no llega a ser un Restaurante como tal sino un bar moderno  de pocas tapas y raciones. Lo que probamos fue normal.Relación calidad - precio: Algo caro para lo que ofrecen.
2022/7/17,1658008800,none,5.0,EXCELENTE CHEF,"Voy muy amenudo Martina, sus platos son espectaculares y el trato magnifico. El sabor que aporta su chef Javier Albuger a cada una de sus creaciones tiene siempre un toque oriental como base a cocina de tradición manchega, una fusión que no deja indiferente a nadie. Recomiendo no marcharse sin probar su tapa subcampeona de Patatas Bravas."
2022/7/17,1658008800,family,5.0,Excelente,Estamos terminando los cafés ☕️ y hemos pedido la cuenta! '  todo excelente 👌. Camareros atentos y profesionales.  Tiramisu buenísimo 👏 . Venimos de Toledo y teníamos parada obligatoria aquí para comer. Volveremos!!
2022/7/17,1658008800,family,1.0,Mala experiencia,"Nos atendieron mal desde el principio, la cena no estuvo mal, aunque bastante caro para lo que comimos"
2022/7/13,1657663200,family,5.0,Cena,Muy buen servicio por parte del camarero y muy buena comida por parte de la cocina.Muy recomendable.
2022/7/10,1657404000,couples,5.0,Sitio fino,"Lugar acogedor, donde puedes cenar muy bien con una buena relación calidad precio. Si te gusta el vino, tienen una amplia carta. Muy recomendable."
2022/6/28,1656367200,couples,5.0,Cena perfecta,"Comida riquísima. Pedí los tres tipos de croquetas, alcachofa y un solomillo de ternera al punto que estaba buenísimo.Muy recomendable. Precio acorde a la calidad del producto"
2022/6/22,1655848800,couples,5.0,Servicio espectacular,El chico que nos ha servido ha sido una maravilla. El servicio de Javier ha sido el mejor que nos podrían haber dado. Comida riquísima pero valoro el servicio sobre todo
2022/6/18,1655503200,couples,5.0,Genial,"Todo genial, atención, la comida, trato espectacular. Sin mencionar la decoración y el ambiente. Soy celiaca y tienen bastantes opciones sin gluten bastante ricas."
2022/6/4,1654293600,couples,5.0,Comida en pareja,Maravillosa comida...todo exquisito con una estupenda presentación sin olvidar al servicio que es excepcional. Volveré sin dudarlo. Lo recomiendo.
2022/5/31,1653948000,family,5.0,Realmente satisfactorio,"Estaba la comida muy buena, el trato del camarero muy agradable y sus recomendaciones muy acertadas. El pulpo está impresionante y la presa ibérica para repetirla"
2022/5/27,1653602400,couples,5.0,Gran experiencia,Excelente trato y deliciosa comida.Las patatas bravas éxquisitas.Muy recomendable.Volveremos sin dudarlo.
2022/5/27,1653602400,couples,5.0,Una gran experiencia ,"Muy buena experiencia. Sin duda de lo mejor de Albacete. Todo un descubrimiento. Variedad, calidad y una excelente atención por parte del personal. "
2022/5/22,1653170400,family,5.0,Manteniendo el tipo,"Este sitio ya cuenta con unos años se experiencia en AB . Ha sabido adaptarse, ya era innovador pero continua añadiendo detalles . La calidad no tiene duda. Estamos dentro del grupo Candela y se nota que el equipo de Gonzalo “pesca” en los mejores proveedores. Hoy comimos la ensaladilla con textura fresca y suave , rica .Las tortitas de camarones caseras …… con camarones !La tapa de rabo de toro. Bueno , bien , pero en esta zona es mejorable …. Rodaballo . Aquí la calidad , la elaboración y la presentación están en un nivel muy alto .Los postres en general buenos . Como no es mi especialidad no comento .Plano aparte la atención . Fenomenal el personal el trato y el cambio constante de cubiertos .El local bonito y moderno , para mi sigue “ruidoso” cuando está lleno de gente ."
2022/5/22,1653170400,couples,5.0,Domingo de comida,Todo buenísimo y trato excelente volveremos próximamente el tatami impresionante y las patatas buenísimas
2022/5/20,1652997600,couples,5.0,Cena,"Todo excelente. El señor Pepe y Javier , camareros, servicio muy excelente.Recomendacion 100% un sitio agradable y para repetir sin duda."
2022/5/20,1652997600,couples,4.0,Fenomenal el trato y la comida.,Fenomenal el trato y la comida. Muy amables y una comida deliciosa y de calidad. Además el restaurante es céntrico y muy chulo.
2022/5/17,1652738400,couples,5.0,Maravilloso,"Sitio excelente y comida de calidad, ambiente maravilloso para disfrutar de la comida. Muy recomendado"
2022/5/17,1652738400,none,5.0,Maravilloso,"La comida, el ambiente, la atención, todo superó nuestras expectativas. Un buen restaurante al que volver. Un saludo."
2022/5/6,1651788000,couples,5.0,Genial como siempre. Gracias Ninfa por el trato,"Un lugar especial frente al parque Abelardo Sánchez , platos sorprendentes, ambiente acogedor y servicio de 10. Aunque toda la carta es increíble, el pulpo no puede faltar así como todos sus entrantes (las bravas riquísimas). Los postres, pidas el que pidas es un acierto.Siempre que venimos el trato es genial pero esta vez queremos destacar la atención de Ninfa, es súper profesional y encantadora. ¡Gracias por todo! Volveremos como siempre :)"
2022/4/26,1650924000,none,5.0,Excelente atención!,Los platos son abundantes y el menú y la comida de excelente calidad. Sin duda repetiré la experiencia.
2022/4/25,1650837600,friends,5.0,Riquísimo!!,"Genial para ir a comer con amigos, la comida estaba riquísima y los camareros son los mejores, un trato de 10. Al día siguiente repetimos y probamos comer en su salón y fue inmejorable. Muy recomendables los torreznos y sus famosas patatas bravas, por no hablar del postre de calabaza!!"
2022/4/23,1650664800,couples,5.0,Excelente,Sitio estupendo y personal de 10. Repetiremos sin duda en nuestra próxima visita a Albacete. De agradecer el estupendo trato
2022/4/23,1650664800,couples,3.0,"Buena presentacion, producto sin sabor, personal profesional","Fuimos con muchas expectativas y el sitio está bien, restaurante en buen sitio y todo normal. La atención de los camareros muy profesional y sin duda lo mejor del sitio. Quizás tuvimos mala suerte con el pedido. Un wok de verduras y gambas muy Bueno, un pulpo a la brasa con tres salsas, recomendado por el camarero, muy buena pinta pero el pulpo sin sabor ninguno, como si fuera pulpo muy congelado o de mala calidad…. Sin sabor a pulpo. Seguramente será una casualidad, pensamos. Las salsas con mucho sabor a mayonesa normal. No nos desanimamos esperando un rape a la brasa que llega con muy buen color y salsa, que el camarero desespuma y salsea muy bien. Pero lo probamos y….. otra vez sin sabor ninguno a pescado y la salsa demasiado ácida, que nos impide disfrutar del pan….. con toda desilusión lo dejamos sin terminar. El postre un culan  que compartimos con ganas de marchar, previo pago de 80 euros,. Si los pedidos hubieran estado con sabor y la salsa menos ácida, habría sido una buena experiencia. Puede que haya sido mala suerte, pero así ha pasado. Repetiríamos por el servicio, no por los platos."
2022/4/23,1650664800,couples,5.0,Muy buen servicio,Excelente servicio. La comida es de muy buena calidad y presentación. Repetiremos muy contentos con el servicio.
2022/4/22,1650578400,couples,5.0,Nunca fallan,"Como siempre, buena comida y un trato de 10. Calidad precio de lo mejor en Albacete. Enhorabuena y a seguir así."
2022/4/20,1650405600,family,5.0,De lokossss,"Servicio exquisito, comida de rechupeteeee. El pulpo, las tortillitas de camarones y las carnes espectaculares y para terminar los suspiros....ummmm"
2022/4/17,1650146400,friends,5.0,Para repetir,"Desde el recibimiento hasta la salida,maravilloso. La comida,espectacular.  La atención, estupenda. Desde luego,la relación calidad precio excelente."
2022/4/16,1650060000,couples,5.0,Una velada espectacular,La comida y el trato de los camareros no tiene precio!! Muy recomendable y muy digno de probar!!Todo un espectáculo!!
2022/4/16,1650060000,family,3.0,Comida con mi mujer,Local agradable pedimos unas almejas marinera no estaban mal pero nadaban en una salsa roja seguimos con pulpo a la brasa sobre arroz negro con tres salsas muy ricas cerramos con rape a la brasa que era pequeño y sin cabeza con demasiada salsa nadaba y para unos de Bilbao acostumbrados a el pescado plancha o brasa este estaba poco comible un postre rico una botella de agua una caña dos cervezas sin alcohol y dos cafés 93€ un poco cara.
2022/4/15,1649973600,couples,5.0,Número uno con razon,"Hicimos la reserva en este restaurante siguiendo las opiniones de TripAdvisor y la verdad no nos decepcionó, Javier y su equipo trabajan en la total atención a los clientes. El servicio, la atención y los distintos platos son excelentes, no será raro que en los próximos años consigan un reconocimiento de la guía Michelín."
2022/4/14,1649887200,couples,5.0,SOBERBIO,"En un local que llama la atención por bonito,funcional original, te encuentras una cocina exquisita con una fusión perfecta de distintos estilos de varios continentes. El personal atento y muy amable ,con mucha ayuda para la comanda.destaco a Javier todo amabilidad y profesionalidad .Un lugar para no perdérselo en Albacete"
2022/4/13,1649800800,couples,5.0,"Increible, como siempre :)","No es la primera vez que vamos a Martina, somos muy asiduos desde que lo probamos al poco de que abriera y es que es una maravilla. Esta vez, destacar al camarero Jose, que no pudó ser mas profesional, más simpático y nos atendió de 10. Da gusto que a estos restaurantes tan top, la plantilla que los compone, hagan de tu experiencia algo increíble, como Jose (y eso que fuimos un poco antes de que cerraran cocina). A pesar de llevar mascarilla, no dejo de sonreír y ser amabilísimo, y en los tiempos que corren, eso vale el doble.La comida de 10 como siempre :) siempre recomendaré la tarta de calabaza, aunque todos los postres están riquísimos.¡Mil gracias por todo! Volveremos (mucho)!!"
2022/4/13,1649800800,couples,5.0,Brunch,Espectacular tanto la comida como la atención!!Muy buena calidad - precioNos encantó! Volveremos !!
2022/4/3,1648936800,couples,5.0,Repetiría de nuevo,"Ya habíamos estado en su terraza tomando un vino y teníamos ganas de venir a comer al restaurante. La reserva la hicimos con una semana de antelación y fue una elección muy acertada. Es un restaurante muy acogedor, los platos están muy bien presentados y la atención es muy buena, recomendable al 100%, el pulpo a la brasa, la alcachofa con langostino y el solomillo con mantequilla de anchoa.El único punto a mejorar sería la presentación de la carta, ya que los tres folios grapados no se adaptan a los tiempos actuales, echamos de menos el código QR mucho más práctico. Volveremos!!"
2022/4/2,1648850400,none,4.0,Para repetir,"Llevábamos tiempo queriendo ir, pero la llegada no fue muy buena. Al entrar le dijimos a la camarera que teníamos una reserva, le doy mi nombre y la hora, y nos miró como si le estuviésemos echando una mentira. A pesar de la reserva no nos subió al comedor, sino que nos colocó abajo en el bar y se dirigió a la barra: “que dicen que tienen reserva”. Yo aún no entiendo qué es lo que la muchacha no entendía. Por fin subió al comedor y efectivamente la camarera de la sala se lo confirmó. Hasta ahí ya nos estábamos arrepintiendo de haber ido. Menos mal que una vez que subimos todo cambió. El local muy limpio (te desinfectan la mesa al llegar), con una decoración cuidada, espacioso, nada ruidoso. Los camareros muy atentos, nos aconsejaron muy bien, siempre pendientes, muy agradables. La comida con un punto innovador sin querer pasarse, todo BUENÍSIMO y con una buena calidad-precio. La carta tenía un montón de platos apetecibles, así que volveremos sin duda para probar más cosas. "
2022/3/25,1648162800,family,5.0,Martina,Excelente servicio y atención un sitio muy recomendable!! A destacar su paletilla a la brasa y su originalidad
2022/3/25,1648162800,family,5.0,Cena de cumpleaños.,"Muy buen servicio, buenisima comida. Sitio de 10! Muy recomendable. Rápidos y amables, volveré seguro."
2022/3/20,1647730800,couples,5.0,"Excelente, ni un pero","Comida en pareja ideal. Trato exquisito y comida ídem. Relación calidad-precio insuperable. Nos gustó todo, para repetir"
2022/3/19,1647644400,family,5.0,Comida de calidad,Platos muy buenos y muy buen trato. Pulpo y jamón muy buenos. Patatas bravas muy originales y presentación de platos positiva
2022/3/15,1647298800,none,5.0,Excelente atención y muy buena comida.,"Como fuimos sin reserva comimos en las mesas del bar. Algo ruidoso, pero bien. La comida y el servicio excelentes."
2022/3/9,1646780400,couples,5.0,Cena improvisada,Una atención perfecta durante la cena y rapidez en el servicio en una cena improvisada de miércoles :)
2022/3/9,1646780400,couples,5.0,Muy recomendado,Restaurante con una calidad precio muy buena y con unos camareros muy atentos. La cocina es rápida y todo muy bueno.
2022/3/7,1646607600,couples,5.0,Merece la pena,"Hemos visitado el restaurante en varias ocasiones y siempre hemos salido muy satisfechos.El servicio,los productos y el ambiente muy buenos.Lo recomiendo"
2022/3/4,1646348400,friends,4.0,Genial!!!!! ,"Excelente trato, Noelia es una gran profesional, y que decir de la comida!!! todo buenísimo; nos veremos de nuevo muy pronto. "
2022/3/3,1646262000,couples,5.0,Cena Martina,"Muy buen sitio para cenar, servicio muy atento, gran variedad de platos a precios asequibles, sin duda repetiremos. Las bravas son espectaculares"
2022/3/1,1646089200,couples,5.0,Grande ,"Excelente relación calidad precio. Todo muy bueno, igual que las anteriores veces que hemos venido.Excelentes entrantes, muy originales. La fritura de pescado, genial "
2022/2/28,1646002800,couples,5.0,Muy apetecible,Un sitio bonito...comida muy apetecible y precio razonable. Nos atendieron  bien.Comimos unas tapas muy ricas .lo recomiendo.
2022/2/28,1646002800,business,5.0,Brutal,"He cenado y pasado un rato muy ameno! El restaurante de 10, trató muy amable. Y preguntar por Emilio, el te dirá que comer para tener una cena increíble!!! Repetiré mañana mismo …"
2022/2/18,1645138800,couples,5.0,Un viernes cualquiera,"Comida sabrosa para deleite del paladar, buen servio, muy amables y atentos, precio de acorde al servio, repetiremos."
2022/2/18,1645138800,friends,5.0,Muy recomendable ,Excelente servicio camareros muy amables Muy buena relación calidad precio El pulpo exquisito y el tataki de atún buenísimo 
2022/2/13,1644706800,couples,5.0,Un 10 en todo,"Nos encantó, el servicio super atento y muy agradable y la comida riquísima, sin duda para repetir una y otra vez"
2022/2/3,1643842800,friends,5.0,Martina,"La camarera muy atenta y simpática, un servicio rápido, y la comida exquisita e inigualable. Sin duda repetiremos."
2022/2/1,1643670000,business,5.0,Comida estupenda y mejor servicio ,Encantados con el servicio de parte de Javier. Atento en todo momento lo que nos hizo pasar una noche espectacular. Muchas gracias! 
2022/1/29,1643410800,family,4.0,Comida familiar,"Un restaurante muy agradable, la comida exquisita y el servicio excelente, amables y profesionales.Volveremos."
2022/1/27,1643238000,family,5.0,Lugar para recordar,"Cocina muy cuidada, servicio perfecto y agradable. Buen maridaje en la recomendación de las viandas por parte del servicio. Lo recomendaremos y volveremos."
2022/1/16,1642287600,couples,5.0,Nos gusto mucho para repetir,"Comida en pareja, atención por parte de Dori espectacular, las bravas sin palabras muy muy buena y la pluma especial. Salimos encantados repetiremos muy pronto."
2022/1/16,1642287600,family,5.0,Genial,"Comida familiar de 10 atención, cocina,calidad precio un lugar que invita a volver atención de los camareros inmejorable y platos fuera de lo común muy muy ricos.Volveremos muy pronto un 10 para el equipo."
2022/1/16,1642287600,family,5.0,Genial,"Siempre es un placer ir a disfrutar de la carta al Restaurante Martina. Grandes profesionales, y espectacular servicio."
2022/1/16,1642287600,family,5.0,Comida familiar,"Es un restaurante con un servicio y atención excelente, con unos platos exquisitos y con muy buena relación  calidad precio. Recomendable para  cualquier ocasión."
2022/1/16,1642287600,family,5.0,Cena genial,"Excelente servicio y referente a la comida, no puede ser mejor, aunando tradición y originalidad. Un diez para la conina 👍"
2022/1/15,1642201200,family,5.0,Comidas diferentes y buenas.,"Hemos estados en la parte del comedor y nos ha encantado.Las patatas bravas no han faltado y cada plato que traían mejoraba al anterior.Destacar la mezcla de sabores, juntado dulce y salado en un mismo plato. Y las salsas siempre dando el toque diferencial a cada plato.Y el servicio muy atento y agradable.Siempre repetimos y repetiremos!"
2022/1/15,1642201200,couples,5.0,Me encanta,"Trato,servicio y calidad estupendo, recomiendo sus patatas bravas  riquísimas  la cerveza 🍺 maestra de barril  buenísima y bien fresquita."
2022/1/15,1642201200,couples,5.0,Comida espectacular,"Servicio y comida espectaculares. Recomiendo la oreja lacada y la pluma ibérica, y de postre, el pastel de calabaza."
