date,ts,group,score,title,content
2024/4/21,1713650400,friends,5.0,Muy bien,Muy buen sitio y trabajadoras muy simpáticas sin duda para repetir.La comida de genial calidad.Encatados nos gustó mucho el ciervo bien de precio y muy bueno
2024/4/21,1713650400,family,5.0,Excelente restaurante,"Buenas, hoy hemos celebrado una comida familiar en el restaurante Martina, y lo calificó de 10. Todos los platos han sido de primera, he de destacar las almejas a la marinera, torreznos, paletilla y rodaballo. Excelente. El servicio muy amable. Hemos estado muy agusto. Felicito a todo el equipo"
2024/4/21,1713650400,couples,5.0,Sitio genial,"He estado hoy con mi pareja comiendo en Martina, en la terracita, una con el pelo cortito y una morena con el pelo mas largo nos han atendido y la verdad que han sido encantadoras y atentas, la comida excelente y el servicio de las chicas muy bueno, nos recomendado unas croquetas de cecina deliciosas. Ha sido la primera vez que hemos ido y sin duda volveremos. 😊"
2024/4/17,1713304800,business,5.0,PICOTEO,"hemos ido a este restaurante por recomendación y la lástima es que teníamos muy poco tiempo y fuimos de “ picoteo “ el servicio es EXCELENTE, la persona que nos atendió en la terraza fue muy atenta y nos hizo las recomendaciones que ella consideraba y realmente fue un acierto, creo que cualquier plato que nos hubiera ofrecido, sin duda habría sido un acierto"
2024/4/16,1713218400,friends,5.0,Increíble,"El restaurante está genial, acogedor, como, amplio, tanto cafetería como salón , camareros con un trato muy bueno, saben aclarar dudas de cualquier tipo de plato, aconsejan bien, la verdad que muy contento."
2024/4/14,1713045600,solo,5.0,Admirable,"Excelente atención por parte del personal, muy agradables y profesionales. Servicio más que correcto e instalaciones limpias y cuidadas."
2024/4/13,1712959200,friends,5.0,Estupendo,"Este sitio está genial para lo que haga falta pero sobre todo si quieres disfrutar de una buena copa,en terracita y con el buen servicio en terraza  con un camarero excelente, educación,buen trato,simpatía y muy servicial"
2024/4/13,1712959200,friends,5.0,Muy recomendable,"Buen sitio muy contentas con el servicio. El camarero de la terraza, un chico con barba muy amable y profesional. Volveremos sin duda."
2024/3/31,1711839600,couples,5.0,Inmejorable,"Restaurante de calidad con un servicio excepcional. Todo lo que pedimos estaba delicioso. Recomendamos las patatas bravas, las croquetas de cecina y pimiento y las gyozas. Volveremos sin duda."
2024/3/28,1711580400,family,5.0,Se come de escándalo ! Genial!,"Ha sido una fantástica sorpresa. Uno de los mejores restaurantes en los que he estado. Platos originales, todo muy rico y muy bien cocinado, y genial de precio. Las bravas, espectaculares al igual que la pluma al jengibre que nunca había probado. Nos dijeron que acaban de estrenar platos nuevos y fueron un acierto. No dejéis de probar la ensalada de calamares y las croquetas de cecina, que no las encuentras en casi ningún sitio. No os vayáis sin postre, probamos cinco y no podemos elegir el mejor!!!Además, es un sitio muy agradable . Más que recomendable!!"
2024/3/26,1711407600,couples,5.0,Repetiremos seguro,Comida original y de calidad en un entorno delicado y en el centro de Albacete. Muy buena experiencia. Cocina moderna            genial
2024/3/12,1710198000,business,5.0,Grata sorpresa,"Me lo recomendaron sin saber que justo era el bar que también sirve al hotel Sercotel adyacente. Bien montado, muy agradable. Se llenó ya antes de la hora de cenar con multitud de gente local.Estuvimos tomando unos vinos y acabamos pidiendo algunas de sus tapas para picar. Nos sorprendió muchísimo la calidad y la presentación ¡qué rico! Los precios también acompañan.Casi todas las mesas son altas, detalle importante. El personal atento, cordial y servicial. Si estas alojado en el hotel, puedes cargar las consumiciones a tu habitación o pagar al contado.Muy recomendable frente al parque."
2024/3/9,1709938800,friends,4.0,Me esperaba un poco mas,"Bonito local, nos sentaron en la entrada frente puertas correderas. Pedimos queso manchego (normal)Migas (buenas) torreznos (muy buenos) y rabo de toro que no me gustó absolutamente nada como estaba hecho.Sin postre, unos cafés. Atención normal"
2024/2/29,1709161200,family,5.0,Me encanta,"Me ha encantado todo,era súper bonito y nos han atendido muy bien,repetiría muchas veces, y no han tardado nada en atendernos."
2024/2/29,1709161200,family,5.0,Nunca fallas!,"Hemos venido varios días ya, y todos los días hemos salido súper contentos, nos encanta la comida, el servicio y el local. Repetiremos sin duda!"
2024/2/28,1709074800,friends,4.0,Recomendable salvo la fritura de pescado.,"Todo perfecto. Rabo de toro espectacular. Fritura de pescado no recomendable es la segunda vez demasiado seca, pasada de fritura o pescado no fresco."
2024/2/28,1709074800,couples,5.0,Especial,"Sitio precioso.Atención por parte de los camareros estupenda.La comida, muy variada y cuidada al detalle. Las patatas que tenían fuera de carta las cuales ganaron un premio, nos parecieron una locura. Probamos varias cosas y todo súper equilibrado. Salimos encantados con el trato recibido y la comida."
2024/2/10,1707519600,family,5.0,Gran experiencia para compartir en familia.,"Experiencia perfecta para una comida en familia. Además de un trato impecable por parte de Andrés, el parce. Muy recomendable para celebrar ocasiones especiales."
2024/2/7,1707260400,couples,5.0,Muy buen trato,"Estuve en una cena con mi pareja me gustó mucho el local y la comida excelente y muy buen trato por parte de los camareros nos aconsejaron muy bien sobre la comida, muchas gracias a Judith"
2024/2/7,1707260400,friends,5.0,Volvería sin duda alguna,"Todo genial, fuimos a comer con mi grupo de amigos. La comida riquísima, super buen ambiente y un trato genial. Nos atendió Judith fue muy agradable con nosotros, además el vino y los platos que recomendó estaban espectaculares. Sin duda volveremos."
2024/2/6,1707174000,couples,1.0,Mal habiente,"Estuve en la Martina de la avenida España con mi pareja y había una camarera que se llamaba judith lo se porque una compañera la llamó asi, a la cual también le hablaba de malas maneras,  pues esa judith estaba de mal humor enfadada por todo quejándose por todo tirando el abridor a la barra de mala manera hablando mal.. Sinceramente nos dió la comida que ni queríamos estar ahi. A nosotros no nos importa los problemas de las camareras vamos a relajarnos y me pareció una vergüenza su actitud y al lado de los comensales no vuelvo a ir  gracias"
2024/1/27,1706310000,couples,1.0,Decepción y momento desagradable,"Pues nos atendieron bastante malLa copa de vino no la llenaron ni para un sorboLa entrada de platos mal coordinadosUna de jamón de bellota, reseco que tuvimos que pedir la cambiaran y ""la camarera"" era un niña, mal criada que nos contestó y habló fatal.La pareja de enfrente, la conocían y se metieron en la conversación donde aquello más, que una velada, agradable parecía una disputa.Después hasta bromeaban con el tema del jamón reseco y nosotros entre la camarera y esa pareja. Claro, los invito a chupitos y están contentos....En resumen, eso parecía una taberna de mal educados donde no recibimos ni una disculpa y lo cierto es que nunca me habían hablado tan mal en mi vida."
2024/1/27,1706310000,couples,1.0,Malos modales y gestión de reservas,"Reservamos para comer. Al presentarnos e identificarnos a una camarera nos pone en una mesa y a los pocos minutos nos  dice la misma camarera que nos levantemos que la mesa era para otras personas. Preguntamos como es posible y nos responde de malas maneras. Nos ponen en la barra y allí localizamos a la persona que nos tomo la reserva y nos pide perdón diciendo que la reserva se había duplicado… Al menos  esta vez se disculpa de buenas maneras, pero un local en el que se espera (y se paga) por un buen servicio que no sean capaces de gestionar reservas y que tengan algunos empleados tratando de mala manera a los  clientes tras cometer semejante fallos no es un local recomendable. No volveremos."
2024/1/21,1705791600,family,5.0,Excelente trato y comida,"Fuimos mi familia y yo a comer en navidad y la verdad es que salimos encantadísimos. El servicio de mesa nos atendió genial, muy atentos en general y profesionales. La comida es de otro nivel: las patatas bravas y las tortitas de camarones son increibles, y la carne de cerdo marinada con jengibre me pareció de lo mejor que he probado en mucho tiempo.Tenian muchísima variedad de platos, algunos más clásicos y otros más ""fusión"", se nota que hay interés en hacer cosas distintas. ¡Sin duda volveremos para seguir probando los platos que vayan saliendo!"
2024/1/18,1705532400,family,4.0,Muy bueno todo,"Todo delicioso, el pan baho de cerdo super recomendable y bien de precio.A destacar el buen servicio de Judith espero volver pronto 👍"
2024/1/8,1704668400,family,5.0,Magnifico en todos los aspectos,"Magnifico restaurante, la comida exquisita y el servicio y trato de 10. Un sitio para repetir. Lo unico que hay que reservar con mucha antelacion para comer en el restaurante"
2024/1/4,1704322800,couples,5.0,Espectacular,"El sitio es muy bueno, la comida tiene mucha calidad y espectacular y muy variada. La camarera Judith es muy competente, profesional y simpatiquísima. Siempre atenta. Desde Murcia con amor. Repetiremos. Altamente recomendado"
2023/12/31,1703977200,friends,5.0,Todo perfecto,"Estuvimos de 10, en un salón con nuestra propia música. Comida de 10, y calidad precio genial. Andrés nos atendió de forma genial.Volveremos"
2023/12/31,1703977200,friends,5.0,Comida navidad,"Un trato familiar y muy profesional , Andrés nuestro camarero un encanto y muy profesional , volveremos "
2023/12/31,1703977200,friends,5.0,Excelente,"Atención por parte de Andrés ""el colombiano"" estupenda. Centrado totalmente en nosotros y en que estuviésemos cómodos. La comida riquísima. Calidad-precio envidiable. Volveremos!! "
2023/12/23,1703286000,friends,5.0,Cena de navidad amig@s,"Espectacular cena, todo estaba muy bueno y sobretodo que te atienda una camarera como judith muy simpática y atenta ante todo para repetir!!! ;) "
2023/12/19,1702940400,family,5.0,Buena comida de tapeo y atención por parte de camareros de 10,"Está genial para tapear bien las patatas bravas espectaculares,el rabo de toro de 10 ,postres increíbles y Judith la camarera que nos atendió y nos aconsejo es una joya repetiremos otra vez"
2023/12/17,1702767600,business,1.0,MALA EXPERIENCIA,"Mi experiencia la catalogo de horrible, por lo que desaconsejo este restaurante,  la pluma ibérica por ejemplo está realmente mala de sabor, sabe a jengibre en vez de a carne ibérica"
2023/12/17,1702767600,friends,5.0,Bien sevicio,Judi y carla mejores camareras excelente sevicio mu bueno todo excelente trabajo de las camareras ..
2023/12/17,1702767600,couples,5.0,Trato perfecto,"Trato exquisito, como siempre, con una carta de gran calidad, servicio excelente, especialmente de Judith, un encanto"
2023/12/17,1702767600,couples,5.0,Buen restaurante,"Me encanta este sitio.No podría destacar un plato en concreto pero me encantan las croquetas, las patatas bravas y la ensaladilla. Es un pelín caro pero por lo menos la comida es de calidad."
2023/12/14,1702508400,couples,4.0,Buenas tapas con buena presentación,"La comida muy buena con muy buen servicio , buena presentación y un servicio rápido .Hemis ido varias veces y nunca nos ha defraudado"
2023/12/9,1702076400,family,5.0,Sitio inmejorable en Albacete ,"Excelente sitio para comer, cenar etc. Todo muy riquísimo. El trato inmejorable,  destacando la profesionalidad y amabilidad de Josedu. Volveremos "
2023/12/8,1701990000,friends,5.0,Comida ideal!!,Una comida ideal en La Martina!! Nuestro camarero Sebastián un encanto!! Todo muy bien y el servicio de 10!! Volveremos seguro!
2023/12/7,1701903600,couples,1.0,Calidad decente y camarera impertinente,"Cacahuetes y aceitunas de aperitivo, estas últimas han conocido mejor vida (adjunto foto)Desconocimiento de la carta de vinos, “estamos renovándola”, como argumento a 10’ de espera/disculpaPedimos carne muy poco hecha, el punto bueno pero fría por dentro.15 minutos después de terminar, siguen los platos terminados  en la mesa, cosa que le comentamos a la camarera y con desprecio nos dice que si queremos que nos retiren los platos, que podemos avisarles, seguido de una expresión de “pocos amigos”Considero que trabajando al público no deben de existir los “favoritismos” , pero claramente ella los tiene. Calidad de comida aceptable, pero un trato nefasto por parte de la camarera, el camarero muy profesional aunque con falta de  conocimiento de carta. Para rematar, la camarera no se acerca/mira nuestra mesa ni para traernos la cuenta"
2023/12/2,1701471600,solo,5.0,"Por su buen ambiente recordando tiempos muy, muy divertidos","Hace ya mucho tiempo que conozco Martina pues aquí he celebrado eventos con mis amistades y excompañer@s de trabajo.. Ahora que llevo unos años jubilado y viviendo más tiempo en mi pueblo me apetece mucho venir por aquí aunque sea a desayunar y cuando me pilla por aquí vengo. Aquí he pasado momentos muy divertidos... El ambiente del local tranquilo y a la vez animado, esa música de fondo,  su comida y el trato tan agradable de los camareros te hace estar tan agusto que no te quieres  ir.... LO RECOMIENDO"
2023/12/1,1701385200,couples,5.0,"Los camareros, excelentes ","Sitio ideal para disfrutar comida tradicional asiática muy sabrosa. Los camareros y camareras, especialmente el camarero colombiano, son atentos o y amables ,  atiende de forma exquisita. Se agradece su atención desde que entras por la puerta "
2023/11/18,1700262000,family,5.0,Restaurante top,"El personal ha sido que nos han dado a mi familia ha sido genial y la comida estaba buenísima, sin duda para repetir "
2023/11/13,1699830000,family,5.0,EXCELENTE SERVICIO. ,"Muy buen servicio muy buena atención, por el equipo de trabajo, y su camarera Laura Excelente servicio, muy amable, educada y servicial. Gracias ⭐️⭐️⭐️⭐️⭐️"
2023/11/12,1699743600,couples,5.0,Espectacular ,"Ensalada de foie, cecina y miel, brutal Recomiendo otros como el tataki, taco mejicano y bocatin de pastrami "
2023/11/11,1699657200,family,5.0,No os lo perdáis,"Nos lo habían recomendado y ha superado las expectativas. Todo estaba riquísimo. Distinto, original y sorprendente. Nos encantó el pulpo y el ciervo. Riquísima la pluma y las bravas además de la ensalada de cecina y las croquetas de curry. Sale muy bien de precio y la gente es muy amable. Hasta el cocinero subió a saludarnos"
2023/11/11,1699657200,family,5.0,Inmejorable.  Repetiremos seguro y llevaremos a mucha gente más ,"Comida inmejorable.  Todos los platos fueron un acierto. Además de las famosas bravas,  un espectáculo,  alucinamos  con la pluma con jengibre , el pulpo,  y el ciervo con trufa y coliflor.  No dudéis en pedirlo.  Y todo, a miy buen precio.  Los vinos también maridaron estupendamente.  Y los.pesacdos a la brasa, un espectáculo.  Hacia tiempo que no disfrutábamos tanto de una comida.  Además, el trato fue fantástico "
2023/11/9,1699484400,couples,5.0,Cena perfecta,"Un menú muy variado y de una calidad excelente. Especialmente nos gustaron las magnificas croquetas y las patatas Palencia 2021. Reseña aparte merece el exquisito trato del camarero Andrés, un gran profesional y sumamente amable. Relación calidad-precio muy correcta."
2023/11/5,1699138800,family,4.0,Atención inmejorable.,"Comida buena y bien presentada, además del servicio extraordinario del camarero ""Manolo""(hacia tiempo que no era atendido por un profesional como él)."
2023/10/31,1698706800,couples,5.0,Sorpresa para todos,Quise regalarle a mi pareja una cena sorpresa. Nos habían hablado muy bien de este local. La comida estaba muy rica pero sin duda volveremos  por el servicio de Pepe y Javier.  Se nota la profesion en la sangre.Nos han explicado cada detalle del plato y con que vino maridar cada vez. Un 10 para equipo Martína
